ID,Type,State,EstimatedEffort,CreatedDate,StartDate,ClosedDate,FeatureID,SprintNumberCreated,SprintNumberStarted,SprintNumberClosed,DayInSprintClosed,WeekCreated,WeekStarted,WeekClosed,MonthCreated,MonthStarted,MonthClosed,YearClosed,FeatureExists,LeadSprints,CycleSprints,LeadDays,CycleDays,LeadWeeks,CycleWeeks,LeadMonths,CycleMonths,CycleEfficiencyDays
33476,Story,Done,2,2021-12-22,2022-01-19,2022-03-04,32659,1,3,6,3,52,4,10,12,1,3,2022,1,5,3,72,44,10,6,2,1,61%
33484,Story,Done,0,2021-12-22,,2022-01-05,32350,1,-1,2,1,52,-1,2,12,-1,1,2022,1,1,-1,14,-1,2,-1,0,-1,-100%
33491,Bug,Done,1,2021-12-22,2022-01-19,2022-02-14,33008,1,3,4,13,52,4,8,12,1,2,2022,1,3,1,54,26,7,3,2,1,48%
33505,Story,Done,1,2021-12-22,2022-06-22,2022-08-24,32953,1,14,18,8,52,26,35,12,6,8,2022,1,17,4,245,63,35,9,8,2,26%
33513,Bug,Done,0,2021-12-23,2021-12-31,2021-12-31,33010,1,1,1,10,52,53,53,12,12,12,2021,1,0,0,8,0,1,0,0,0,-100%
33524,Bug,Done,0,2021-12-23,2021-12-23,2021-12-23,32350,1,1,1,2,52,52,52,12,12,12,2021,1,0,0,0,0,0,0,0,0,-100%
33537,Story,Done,5,2021-12-23,2022-01-11,2022-03-07,27004,1,2,6,6,52,3,11,12,1,3,2022,1,5,4,74,55,10,7,2,2,74%
33542,Story,Done,2,2021-12-23,2022-07-06,2022-09-29,27004,1,15,21,2,52,28,40,12,7,9,2022,1,20,6,280,85,40,12,9,3,30%
33546,Bug,Done,0,2021-12-24,2022-05-25,2022-05-27,35625,1,12,12,3,52,22,22,12,5,5,2022,1,11,0,154,2,22,0,5,0,1%
33562,Bug,Done,0,2021-12-27,2022-01-04,2022-02-25,33008,1,1,5,10,53,2,9,12,1,2,2022,1,4,4,60,52,8,7,2,2,87%
33563,Bug,Done,0,2021-12-27,2021-12-30,2022-02-25,33008,1,1,5,10,53,53,9,12,12,2,2022,1,4,4,60,57,8,8,2,2,95%
33564,Bug,Done,0,2021-12-27,2021-12-30,2022-02-25,33009,1,1,5,10,53,53,9,12,12,2,2022,1,4,4,60,57,8,8,2,2,95%
33565,Bug,Done,1,2021-12-27,2022-02-09,2022-02-10,33013,1,4,4,9,53,7,7,12,2,2,2022,1,3,0,45,1,6,0,1,0,2%
33571,Bug,Done,0,2021-12-27,2021-12-30,2022-01-10,33010,1,1,2,6,53,53,3,12,12,1,2022,1,1,1,14,11,2,1,0,0,79%
33572,Bug,Done,0,2021-12-27,2022-01-20,2022-03-10,33010,1,3,6,9,53,4,11,12,1,3,2022,1,5,3,73,49,10,7,2,2,67%
33573,Bug,Done,0,2021-12-27,2022-01-20,2022-03-10,33008,1,3,6,9,53,4,11,12,1,3,2022,1,5,3,73,49,10,7,2,2,67%
33575,Bug,Approved,0,2021-12-28,,,0,1,-1,-1,-1,53,-1,-1,12,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-100%
33595,Bug,Done,1,2021-12-31,,2022-12-02,39337,1,-1,25,10,53,-1,49,12,-1,12,2022,1,24,-1,336,-1,48,-1,11,-1,-100%
33598,Bug,Done,1,2021-12-31,2022-02-02,2022-02-03,33013,1,4,4,2,53,6,6,12,2,2,2022,1,3,0,34,1,4,0,1,0,3%
33639,Bug,Done,1,2022-01-04,2022-01-20,2022-02-23,33646,1,3,5,8,2,4,9,1,1,2,2022,1,4,2,50,34,7,4,2,1,68%
33640,Bug,Done,0,2022-01-04,2022-01-04,2022-01-25,33013,1,1,3,7,2,2,5,1,1,1,2022,1,2,2,21,21,3,3,1,1,100%
33645,Bug,Done,0,2022-01-04,2022-01-17,2022-01-19,33010,1,2,3,1,2,4,4,1,1,1,2022,1,2,1,15,2,2,0,0,0,13%
33647,Bug,Done,1,2022-01-04,2022-01-19,2022-01-27,33012,1,3,3,9,2,4,5,1,1,1,2022,1,2,0,23,8,3,1,1,0,35%
33652,Bug,Done,0,2022-01-05,2022-01-05,2022-01-19,33013,2,2,3,1,2,2,4,1,1,1,2022,1,1,1,14,14,2,2,0,0,100%
33654,Story,Done,0,2022-01-05,2022-01-10,2022-01-19,32350,2,2,3,1,2,3,4,1,1,1,2022,1,1,1,14,9,2,1,0,0,64%
33660,Story,Done,0,2022-01-05,2022-05-03,2022-09-22,35630,2,10,20,9,2,19,39,1,5,9,2022,1,18,10,260,142,37,20,9,5,55%
33664,Story,Done,0,2022-01-06,2022-01-06,2022-01-19,32995,2,2,3,1,2,2,4,1,1,1,2022,1,1,1,13,13,1,1,0,0,100%
33673,Story,Done,0,2022-01-07,2022-01-07,2022-01-19,32350,2,2,3,1,2,2,4,1,1,1,2022,1,1,1,12,12,1,1,0,0,100%
33676,Story,Done,3,2022-01-10,2022-01-19,2022-03-10,33011,2,3,6,9,3,4,11,1,1,3,2022,1,4,3,59,50,8,7,2,2,85%
33690,Bug,Done,1,2022-01-11,2022-01-11,2022-01-17,33013,2,2,2,13,3,3,4,1,1,1,2022,1,0,0,6,6,0,0,0,0,100%
33693,Story,Done,8,2022-01-11,2022-01-19,2022-03-03,31748,2,3,6,2,3,4,10,1,1,3,2022,1,4,3,51,43,7,6,2,1,84%
33695,Story,Done,5,2022-01-11,2022-01-19,2022-03-03,31748,2,3,6,2,3,4,10,1,1,3,2022,1,4,3,51,43,7,6,2,1,84%
33696,Story,Done,2,2022-01-11,2022-01-19,2022-03-08,31748,2,3,6,7,3,4,11,1,1,3,2022,1,4,3,56,48,8,6,2,2,86%
33697,Story,Done,2,2022-01-11,2022-02-16,2022-03-03,31748,2,5,6,2,3,8,10,1,2,3,2022,1,4,1,51,15,7,2,2,0,29%
33698,Story,Done,4,2022-01-11,2022-02-16,2022-03-03,31748,2,5,6,2,3,8,10,1,2,3,2022,1,4,1,51,15,7,2,2,0,29%
33699,Story,Done,1,2022-01-11,2022-02-16,2022-03-08,31748,2,5,6,7,3,8,11,1,2,3,2022,1,4,1,56,20,8,2,2,1,36%
33700,Story,Done,1,2022-01-11,2022-02-16,2022-03-03,31748,2,5,6,2,3,8,10,1,2,3,2022,1,4,1,51,15,7,2,2,0,29%
33701,Story,Done,1,2022-01-11,2022-02-16,2022-03-03,31748,2,5,6,2,3,8,10,1,2,3,2022,1,4,1,51,15,7,2,2,0,29%
33702,Story,Done,5,2022-01-11,2022-02-16,2022-03-08,31748,2,5,6,7,3,8,11,1,2,3,2022,1,4,1,56,20,8,2,2,1,36%
33732,Bug,Done,0,2022-01-12,2022-01-12,2022-01-17,32350,2,2,2,13,3,3,4,1,1,1,2022,1,0,0,5,5,0,0,0,0,100%
33744,Bug,Done,1,2022-01-13,2022-01-19,2022-01-28,33008,2,3,3,10,3,4,5,1,1,1,2022,1,1,0,15,9,2,1,0,0,60%
33762,Bug,Done,1,2022-01-14,2022-03-14,2022-03-18,33709,2,6,7,3,3,12,12,1,3,3,2022,1,5,1,63,4,9,0,2,0,6%
33778,Story,Done,5,2022-01-17,2022-05-25,2022-07-04,32953,2,12,14,13,4,22,28,1,5,7,2022,1,12,2,168,40,24,5,6,1,24%
33780,Story,Done,0,2022-01-17,2022-01-17,2022-01-18,32350,2,2,2,14,4,4,4,1,1,1,2022,1,0,0,1,1,0,0,0,0,100%
33781,Story,Done,0,2022-01-17,2022-01-17,2022-01-18,32350,2,2,2,14,4,4,4,1,1,1,2022,1,0,0,1,1,0,0,0,0,100%
33782,Story,Done,0,2022-01-17,2022-01-19,2022-02-03,32350,2,3,4,2,4,4,6,1,1,2,2022,1,2,1,17,15,2,2,1,0,88%
33783,Story,Done,0,2022-01-17,2022-01-19,2022-02-03,32350,2,3,4,2,4,4,6,1,1,2,2022,1,2,1,17,15,2,2,1,0,88%
33784,Bug,Done,0,2022-01-17,2022-04-19,2022-05-17,33709,2,9,11,7,4,17,21,1,4,5,2022,1,9,2,120,28,17,4,4,1,23%
33785,Story,Done,2,2022-01-17,2022-06-08,2022-06-20,5221,2,13,13,13,4,24,26,1,6,6,2022,1,11,0,154,12,22,1,5,0,8%
33786,Story,Done,2,2022-01-17,2022-04-12,2022-05-09,35716,2,8,10,13,4,16,20,1,4,5,2022,1,8,2,112,27,16,3,4,1,24%
33787,Story,Done,2,2022-01-17,2022-06-08,2022-07-01,9823,2,13,14,10,4,24,27,1,6,7,2022,1,12,1,165,23,23,3,5,1,14%
33788,Story,Done,2,2022-01-17,2022-05-25,2022-06-22,5212,2,12,14,1,4,22,26,1,5,6,2022,1,12,2,156,28,22,4,5,1,18%
33790,Bug,Done,0,2022-01-17,2022-01-20,2022-02-25,33008,2,3,5,10,4,4,9,1,1,2,2022,1,3,2,39,36,5,5,1,1,92%
33793,Story,Done,4,2022-01-17,2022-03-02,2022-03-02,32659,2,6,6,1,4,10,10,1,3,3,2022,1,4,0,44,0,6,0,1,0,-100%
33815,Bug,Done,1,2022-01-18,2022-02-09,2022-02-21,33013,2,4,5,6,4,7,9,1,2,2,2022,1,3,1,34,12,4,1,1,0,35%
33817,Bug,Done,1,2022-01-18,2022-01-19,2022-02-28,33008,2,3,5,13,4,4,10,1,1,2,2022,1,3,2,41,40,5,5,1,1,98%
33823,Bug,Approved,0,2022-01-18,,,28004,2,-1,-1,-1,4,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
33831,Bug,Done,0,2022-01-19,2022-01-19,2022-02-04,33008,3,3,4,3,4,4,6,1,1,2,2022,1,1,1,16,16,2,2,1,1,100%
33865,Story,Done,0,2022-01-19,2022-01-31,2022-02-02,32350,3,3,4,1,4,6,6,1,1,2,2022,1,1,1,14,2,2,0,0,0,14%
33866,Story,Done,0,2022-01-19,2022-01-19,2022-02-02,32350,3,3,4,1,4,4,6,1,1,2,2022,1,1,1,14,14,2,2,0,0,100%
33869,Story,Done,0,2022-01-19,2022-01-19,2022-02-02,32995,3,3,4,1,4,4,6,1,1,2,2022,1,1,1,14,14,2,2,0,0,100%
33879,Bug,Done,1,2022-01-19,2022-12-02,2022-12-19,39332,3,25,26,13,4,49,52,1,12,12,2022,1,23,1,334,17,47,2,11,1,5%
33913,Bug,Approved,1,2022-01-20,,,0,3,-1,-1,-1,4,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-100%
33918,Bug,Done,0,2022-01-20,2022-02-16,2022-03-10,33007,3,5,6,9,4,8,11,1,2,3,2022,1,3,1,49,22,7,3,2,1,45%
33919,Bug,Done,1,2022-01-20,2022-07-19,2022-07-27,35628,3,15,16,8,4,30,31,1,7,7,2022,1,13,1,188,8,26,1,6,0,4%
33933,Story,Done,2,2022-01-21,2022-01-21,2022-05-20,32646,3,3,11,10,4,4,21,1,1,5,2022,1,8,8,119,119,17,17,4,4,100%
33971,Bug,Done,0,2022-01-24,2022-05-11,2022-05-20,33710,3,11,11,10,5,20,21,1,5,5,2022,1,8,0,116,9,16,1,4,0,8%
33976,Bug,Done,0,2022-01-25,2022-05-11,2022-05-20,33710,3,11,11,10,5,20,21,1,5,5,2022,1,8,0,115,9,16,1,4,0,8%
33977,Bug,Done,0,2022-01-25,2022-04-11,2022-05-18,33710,3,8,11,8,5,16,21,1,4,5,2022,1,8,3,113,37,16,5,4,1,33%
33989,Bug,Approved,1,2022-01-25,,,28003,3,-1,-1,-1,5,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-100%
34012,Bug,Approved,0,2022-01-26,,,0,3,-1,-1,-1,5,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-100%
34016,Bug,Done,1,2022-01-26,2022-01-27,2022-02-04,33012,3,3,4,3,5,5,6,1,1,2,2022,1,1,1,9,8,1,1,0,0,89%
34022,Bug,Done,0,2022-01-27,2022-01-27,2022-01-27,33008,3,3,3,9,5,5,5,1,1,1,2022,1,0,0,0,0,0,0,0,0,-100%
34039,Bug,Done,0,2022-01-27,2022-12-19,2022-12-20,39338,3,26,26,14,5,52,52,1,12,12,2022,1,23,0,327,1,46,0,11,0,0%
34043,Story,Done,5,2022-01-27,2022-10-05,2022-10-05,32953,3,21,21,8,5,41,41,1,10,10,2022,1,18,0,251,0,35,0,8,0,-100%
34045,Story,Done,3,2022-01-27,2022-03-02,2022-03-11,32659,3,6,6,10,5,10,11,1,3,3,2022,1,3,0,43,9,6,1,1,0,21%
34056,Bug,Done,1,2022-01-28,2022-01-28,2022-02-02,33013,3,3,4,1,5,5,6,1,1,2,2022,1,1,1,5,5,0,0,0,0,100%
34060,Bug,Done,1,2022-01-28,2022-02-02,2022-02-07,33012,3,4,4,6,5,6,7,1,2,2,2022,1,1,0,10,5,1,0,0,0,50%
34076,Bug,Done,1,2022-01-31,2022-02-02,2022-02-11,33012,3,4,4,10,6,6,7,1,2,2,2022,1,1,0,11,9,1,1,0,0,82%
34077,Bug,Done,1,2022-01-31,2022-01-31,2022-02-07,33013,3,3,4,6,6,6,7,1,1,2,2022,1,1,1,7,7,1,1,0,0,100%
34079,Bug,Done,1,2022-01-31,2022-09-23,2022-09-27,35628,3,20,20,14,6,39,40,1,9,9,2022,1,17,0,239,4,34,0,8,0,2%
34082,Bug,Done,1,2022-01-31,2022-02-09,2022-02-11,33013,3,4,4,10,6,7,7,1,2,2,2022,1,1,0,11,2,1,0,0,0,18%
34084,Bug,Done,1,2022-02-01,2022-02-07,2022-02-14,33013,3,4,4,13,6,7,8,2,2,2,2022,1,1,0,13,7,1,1,0,0,54%
34088,Story,Done,0,2022-02-01,2022-03-22,2022-05-03,32893,3,7,10,7,6,13,19,2,3,5,2022,1,7,3,91,42,13,6,3,1,46%
34089,Bug,Done,1,2022-02-01,2022-07-21,2022-09-12,35628,3,16,19,13,6,30,38,2,7,9,2022,1,16,3,223,53,31,7,7,2,24%
34090,Story,Done,0,2022-02-02,2022-02-02,2022-02-16,32995,4,4,5,1,6,6,8,2,2,2,2022,1,1,1,14,14,2,2,0,0,100%
34091,Story,Done,0,2022-02-02,2022-02-02,2022-02-16,32350,4,4,5,1,6,6,8,2,2,2,2022,1,1,1,14,14,2,2,0,0,100%
34092,Story,Done,0,2022-02-02,2022-02-02,2022-02-16,32350,4,4,5,1,6,6,8,2,2,2,2022,1,1,1,14,14,2,2,0,0,100%
34119,Bug,Done,0,2022-02-02,2022-02-07,2022-02-09,32350,4,4,4,8,6,7,7,2,2,2,2022,1,0,0,7,2,1,0,0,0,29%
34121,Bug,Done,1,2022-02-03,2022-02-04,2022-02-16,33013,4,4,5,1,6,6,8,2,2,2,2022,1,1,1,13,12,1,1,0,0,92%
34122,Bug,Done,0,2022-02-03,2022-02-03,2022-02-07,32350,4,4,4,6,6,6,7,2,2,2,2022,1,0,0,4,4,0,0,0,0,100%
34125,Story,Done,0,2022-02-03,2022-02-03,2022-02-17,32350,4,4,5,2,6,6,8,2,2,2,2022,1,1,1,14,14,2,2,0,0,100%
34126,Story,Done,0,2022-02-03,2022-02-03,2022-02-17,32350,4,4,5,2,6,6,8,2,2,2,2022,1,1,1,14,14,2,2,0,0,100%
34127,Bug,Approved,1,2022-02-03,,,0,4,-1,-1,-1,6,-1,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-100%
34141,Story,Done,0,2022-02-04,2022-02-16,2022-03-01,32350,4,5,5,14,6,8,10,2,2,3,2022,1,1,0,25,13,3,1,1,0,52%
34142,Story,Done,0,2022-02-04,2022-02-16,2022-03-01,32350,4,5,5,14,6,8,10,2,2,3,2022,1,1,0,25,13,3,1,1,0,52%
34151,Bug,Done,0,2022-02-05,2022-05-26,2022-07-07,35623,4,12,15,2,6,22,28,2,5,7,2022,1,11,3,152,42,21,6,5,1,28%
34153,Bug,Done,1,2022-02-07,2022-06-30,2022-07-27,35622,4,14,16,8,7,27,31,2,6,7,2022,1,12,2,170,27,24,3,6,1,16%
34157,Story,Done,2,2022-02-07,2022-02-16,2022-02-25,33008,4,5,5,10,7,8,9,2,2,2,2022,1,1,0,18,9,2,1,1,0,50%
34161,Bug,Done,1,2022-02-07,2022-03-03,2022-03-10,33012,4,6,6,9,7,10,11,2,3,3,2022,1,2,0,31,7,4,1,1,0,23%
34163,Bug,Done,0,2022-02-07,2022-03-24,2022-04-14,0,4,7,9,2,7,13,16,2,3,4,2022,0,5,2,66,21,9,3,2,1,32%
34210,Bug,Done,0,2022-02-09,2022-09-06,2022-09-14,35626,4,19,20,1,7,37,38,2,9,9,2022,1,16,1,217,8,31,1,7,0,4%
34212,Bug,Done,0,2022-02-09,,2022-02-11,32350,4,-1,4,10,7,-1,7,2,-1,2,2022,1,0,-1,2,-1,0,-1,0,-1,-100%
34224,Story,Done,0,2022-02-10,2022-02-10,2022-02-18,32350,4,4,5,3,7,7,8,2,2,2,2022,1,1,1,8,8,1,1,0,0,100%
34251,Bug,Done,1,2022-02-14,2022-03-04,2022-03-11,33012,4,6,6,10,8,10,11,2,3,3,2022,1,2,0,25,7,3,1,1,0,28%
34280,Story,Done,0,2022-02-16,2022-02-16,2022-03-02,32350,5,5,6,1,8,8,10,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34283,Story,Done,0,2022-02-16,2022-02-16,2022-03-02,32995,5,5,6,1,8,8,10,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34284,Story,Done,0,2022-02-16,2022-02-16,2022-03-02,32350,5,5,6,1,8,8,10,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34379,Bug,Done,1,2022-02-17,2022-03-02,2022-03-08,33007,5,6,6,7,8,10,11,2,3,3,2022,1,1,0,19,6,2,0,1,0,32%
34383,Bug,Done,1,2022-02-17,2022-03-02,2022-03-09,33007,5,6,6,8,8,10,11,2,3,3,2022,1,1,0,20,7,2,1,1,0,35%
34386,Bug,Done,1,2022-02-17,2022-03-08,2022-03-11,33012,5,6,6,10,8,11,11,2,3,3,2022,1,1,0,22,3,3,0,1,0,14%
34388,Bug,Done,1,2022-02-18,2022-02-18,2022-02-23,33007,5,5,5,8,8,8,9,2,2,2,2022,1,0,0,5,5,0,0,0,0,100%
34392,Bug,Done,0,2022-02-18,2022-02-18,2022-03-01,33007,5,5,5,14,8,8,10,2,2,3,2022,1,0,0,11,11,1,1,0,0,100%
34397,Bug,Done,1,2022-02-18,2022-08-31,2022-09-02,35622,5,19,19,3,8,36,36,2,8,9,2022,1,14,0,196,2,28,0,6,0,1%
34400,Bug,Done,1,2022-02-18,2022-03-03,2022-03-09,33013,5,6,6,8,8,10,11,2,3,3,2022,1,1,0,19,6,2,0,1,0,32%
34405,Bug,Done,1,2022-02-21,2022-02-21,2022-02-22,33008,5,5,5,7,9,9,9,2,2,2,2022,1,0,0,1,1,0,0,0,0,100%
34409,Story,Done,0,2022-02-21,,2022-05-23,35631,5,-1,11,13,9,-1,22,2,-1,5,2022,1,6,-1,91,-1,13,-1,3,-1,-100%
34412,Bug,Done,0,2022-02-22,2022-02-24,2022-02-24,32350,5,5,5,9,9,9,9,2,2,2,2022,1,0,0,2,0,0,0,0,0,-100%
34419,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34420,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34421,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34422,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34423,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34424,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34425,Bug,Done,0,2022-02-22,2022-02-22,2022-03-11,33008,5,5,6,10,9,9,11,2,2,3,2022,1,1,1,17,17,2,2,1,1,100%
34426,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34436,Bug,Done,0,2022-02-22,2022-03-02,2022-03-04,33008,5,6,6,3,9,10,10,2,3,3,2022,1,1,0,10,2,1,0,0,0,20%
34438,Bug,Done,0,2022-02-22,2022-02-22,2022-03-08,33008,5,5,6,7,9,9,11,2,2,3,2022,1,1,1,14,14,2,2,0,0,100%
34443,Bug,Done,0,2022-02-22,2022-03-17,2022-04-18,33709,5,7,9,6,9,12,17,2,3,4,2022,1,4,2,55,32,7,4,2,1,58%
34444,Bug,Done,1,2022-02-22,2022-03-04,2022-03-15,33715,5,6,6,14,9,10,12,2,3,3,2022,1,1,0,21,11,3,1,1,0,52%
34445,Bug,Done,1,2022-02-22,2022-03-16,2022-05-24,33710,5,7,11,14,9,12,22,2,3,5,2022,1,6,4,91,69,13,9,3,2,76%
34476,Bug,Done,0,2022-02-24,2022-03-02,2022-03-04,33008,5,6,6,3,9,10,10,2,3,3,2022,1,1,0,8,2,1,0,0,0,25%
34478,Bug,Done,1,2022-02-24,,2022-06-22,28003,5,-1,14,1,9,-1,26,2,-1,6,2022,1,9,-1,118,-1,16,-1,4,-1,-100%
34488,Bug,Done,0,2022-02-24,2022-03-02,2022-03-11,33008,5,6,6,10,9,10,11,2,3,3,2022,1,1,0,15,9,2,1,0,0,60%
34490,Bug,Done,0,2022-02-24,2022-03-02,2022-03-11,33008,5,6,6,10,9,10,11,2,3,3,2022,1,1,0,15,9,2,1,0,0,60%
34499,Bug,Done,0,2022-02-24,2022-03-02,2022-03-11,33008,5,6,6,10,9,10,11,2,3,3,2022,1,1,0,15,9,2,1,0,0,60%
34503,Bug,Done,0,2022-02-25,2022-05-11,2022-05-20,33710,5,11,11,10,9,20,21,2,5,5,2022,1,6,0,84,9,12,1,3,0,11%
34508,Bug,Done,0,2022-02-25,2022-03-02,2022-03-11,33010,5,6,6,10,9,10,11,2,3,3,2022,1,1,0,14,9,2,1,0,0,64%
34521,Story,Done,0,2022-02-28,2022-04-05,2022-05-06,33796,5,8,10,10,10,15,19,2,4,5,2022,1,5,2,67,31,9,4,2,1,46%
